Car X: 70.00, Car Y: 73.00, Rotation: -90.00, Floor: 0, simTime : 0.02
Car X: 62.81, Car Y: 253.87, Rotation: 0.00, Floor: 0, simTime : 5.22
Car X: 62.81, Car Y: 261.37, Rotation: 0.00, Floor: 0, simTime : 5.23
Car X: 62.81, Car Y: 268.87, Rotation: 0.00, Floor: 0, simTime : 5.25
Car X: 62.81, Car Y: 276.37, Rotation: 0.00, Floor: 0, simTime : 5.27
Car X: 62.81, Car Y: 283.87, Rotation: 0.00, Floor: 0, simTime : 5.28
Car X: 62.81, Car Y: 283.87, Rotation: 0.00, Floor: 0, simTime : 5.30
Car X: 62.81, Car Y: 283.87, Rotation: 0.00, Floor: 0, simTime : 5.32
Car X: 62.81, Car Y: 283.87, Rotation: 0.00, Floor: 0, simTime : 5.33
Car X: 62.81, Car Y: 283.87, Rotation: 0.00, Floor: 0, simTime : 5.35
Car X: 62.81, Car Y: 283.87, Rotation: 0.00, Floor: 0, simTime : 5.37
Car X: 62.81, Car Y: 283.87, Rotation: 0.00, Floor: 0, simTime : 5.38
Car X: 62.81, Car Y: 283.87, Rotation: 0.00, Floor: 0, simTime : 5.40
Car X: 62.81, Car Y: 283.87, Rotation: 0.00, Floor: 0, simTime : 5.42
Car X: 62.81, Car Y: 283.87, Rotation: 0.00, Floor: 0, simTime : 5.43
Car X: 62.81, Car Y: 283.87, Rotation: 0.00, Floor: 0, simTime : 5.45
Car X: 62.81, Car Y: 283.87, Rotation: 0.00, Floor: 0, simTime : 5.47
Car X: 62.81, Car Y: 283.87, Rotation: 0.00, Floor: 0, simTime : 5.48
Car X: 62.81, Car Y: 283.87, Rotation: 0.00, Floor: 0, simTime : 5.50
Car X: 62.81, Car Y: 283.87, Rotation: 0.00, Floor: 0, simTime : 5.52
Car X: 62.81, Car Y: 283.87, Rotation: 0.00, Floor: 0, simTime : 5.54
Car X: 62.81, Car Y: 291.37, Rotation: 0.00, Floor: 0, simTime : 5.55
Car X: 62.81, Car Y: 298.87, Rotation: 0.00, Floor: 0, simTime : 5.57
Car X: 62.81, Car Y: 306.37, Rotation: 0.00, Floor: 0, simTime : 5.59
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.60
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.62
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.64
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.65
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.67
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.69
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.70
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.72
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.74
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.75
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.77
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.79
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.80
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.82
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.84
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.85
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.87
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.89
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.90
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.92
Car X: 62.81, Car Y: 313.87, Rotation: 0.00, Floor: 0, simTime : 5.94
Car X: 70.31, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 5.95
Car X: 77.88, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 5.97
Car X: 85.38, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 5.99
Car X: 92.89, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.00
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.02
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.04
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.05
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.07
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.09
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.10
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.12
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.14
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.16
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.17
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.19
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.21
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.22
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.24
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.26
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.27
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.29
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.31
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.32
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.34
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.36
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.37
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.39
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.41
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.42
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.44
Car X: 100.67, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.46
Car X: 108.17, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.47
Car X: 115.68, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.49
Car X: 123.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.51
Car X: 130.68, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.52
Car X: 138.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.54
Car X: 145.68, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.56
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.57
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.59
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.61
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.62
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.64
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.66
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.67
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.69
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.71
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.72
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.74
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.76
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.77
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.79
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.81
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.82
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.84
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.86
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.87
Car X: 153.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.89
Car X: 160.68, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.91
Car X: 168.18, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.92
Car X: 175.68, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.94
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.96
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.97
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 6.99
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.01
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.02
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.04
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.06
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.07
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.09
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.11
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.12
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.14
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.16
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.18
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.19
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.21
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.23
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.24
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.26
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.28
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.29
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.31
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.33
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.34
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.36
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.38
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.39
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.41
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.43
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.44
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.46
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.48
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.49
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.51
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.53
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.54
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.56
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.58
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.59
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.61
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.63
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.64
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.66
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.68
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.69
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.71
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.73
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.74
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.76
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.78
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.80
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.81
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.83
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.85
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.86
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.88
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.90
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.91
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.93
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.95
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.96
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 7.98
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.00
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.01
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.03
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.05
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.06
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.08
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.10
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.12
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.13
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.15
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.17
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.18
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.20
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.22
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.23
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.25
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.27
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.28
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.30
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.32
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.33
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.35
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.37
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.38
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.40
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.42
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.43
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.45
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.47
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.48
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.50
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.52
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.53
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.55
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.57
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.58
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.60
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.62
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.63
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.65
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.67
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.68
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.70
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.72
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.73
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.75
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.77
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.78
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.80
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.82
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.83
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.85
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.87
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.88
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.90
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.92
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.93
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.95
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.97
Car X: 183.72, Car Y: 313.87, Rotation: -90.00, Floor: 0, simTime : 8.98
Car X: 176.22, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.00
Car X: 168.71, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.02
Car X: 161.21, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.03
Car X: 153.70, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.05
Car X: 146.20, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.07
Car X: 138.70, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.08
Car X: 131.20, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.10
Car X: 123.53, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.12
Car X: 116.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.14
Car X: 108.53, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.15
Car X: 101.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.17
Car X: 93.53, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.19
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.20
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.22
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.24
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.25
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.27
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.29
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.30
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.32
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.34
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.35
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.37
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.39
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.40
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.42
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.44
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.45
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.47
Car X: 86.03, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.49
Car X: 78.53, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.50
Car X: 71.02, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.52
Car X: 62.72, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.54
Car X: 62.72, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.55
Car X: 62.72, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.57
Car X: 62.72, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.59
Car X: 62.72, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.60
Car X: 62.72, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.62
Car X: 62.72, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.64
Car X: 62.72, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.66
Car X: 62.72, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.67
Car X: 62.72, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.69
Car X: 62.72, Car Y: 313.87, Rotation: 90.00, Floor: 0, simTime : 9.71
Car X: 62.72, Car Y: 321.37, Rotation: 0.00, Floor: 0, simTime : 9.72
Car X: 62.72, Car Y: 328.87, Rotation: 0.00, Floor: 0, simTime : 9.74
Car X: 62.72, Car Y: 336.38, Rotation: 0.00, Floor: 0, simTime : 9.76
Car X: 62.72, Car Y: 343.88, Rotation: 0.00, Floor: 0, simTime : 9.77
Car X: 62.72, Car Y: 351.38, Rotation: 0.00, Floor: 0, simTime : 9.79
Car X: 62.72, Car Y: 358.88, Rotation: 0.00, Floor: 0, simTime : 9.81
Car X: 62.72, Car Y: 366.38, Rotation: 0.00, Floor: 0, simTime : 9.82
Car X: 62.72, Car Y: 373.88, Rotation: 0.00, Floor: 0, simTime : 9.84
Car X: 62.72, Car Y: 381.38, Rotation: 0.00, Floor: 0, simTime : 9.86
Car X: 62.72, Car Y: 388.88, Rotation: 0.00, Floor: 0, simTime : 9.87
Car X: 62.72, Car Y: 396.38, Rotation: 0.00, Floor: 0, simTime : 9.89
Car X: 62.72, Car Y: 403.88, Rotation: 0.00, Floor: 0, simTime : 9.91
Car X: 62.72, Car Y: 411.38, Rotation: 0.00, Floor: 0, simTime : 9.92
Car X: 62.72, Car Y: 418.88, Rotation: 0.00, Floor: 0, simTime : 9.94
Car X: 62.72, Car Y: 427.25, Rotation: 0.00, Floor: 0, simTime : 9.96
Car X: 62.72, Car Y: 434.75, Rotation: 0.00, Floor: 0, simTime : 9.97
Car X: 62.72, Car Y: 442.25, Rotation: 0.00, Floor: 0, simTime : 9.99
Car X: 62.72, Car Y: 449.75, Rotation: 0.00, Floor: 0, simTime : 10.01
Car X: 62.72, Car Y: 457.26, Rotation: 0.00, Floor: 0, simTime : 10.02
Car X: 62.72, Car Y: 464.76, Rotation: 0.00, Floor: 0, simTime : 10.04
Car X: 62.72, Car Y: 472.51, Rotation: 0.00, Floor: 0, simTime : 10.06
Car X: 62.72, Car Y: 480.01, Rotation: 0.00, Floor: 0, simTime : 10.07
Car X: 62.72, Car Y: 487.52, Rotation: 0.00, Floor: 0, simTime : 10.09
Car X: 62.72, Car Y: 495.02, Rotation: 0.00, Floor: 0, simTime : 10.11
Car X: 62.72, Car Y: 502.52, Rotation: 0.00, Floor: 0, simTime : 10.12
Car X: 62.72, Car Y: 510.02, Rotation: 0.00, Floor: 0, simTime : 10.14
Car X: 62.72, Car Y: 517.61, Rotation: 0.00, Floor: 0, simTime : 10.16
Car X: 62.72, Car Y: 517.61, Rotation: 0.00, Floor: 0, simTime : 10.17
Car X: 62.72, Car Y: 517.61, Rotation: 0.00, Floor: 0, simTime : 10.19
Car X: 62.72, Car Y: 517.61, Rotation: 0.00, Floor: 0, simTime : 10.21
Car X: 62.72, Car Y: 517.61, Rotation: 0.00, Floor: 0, simTime : 10.22
Car X: 62.72, Car Y: 517.61, Rotation: 0.00, Floor: 0, simTime : 10.24
Car X: 70.37, Car Y: 517.61, Rotation: -90.00, Floor: 0, simTime : 10.26
Car X: 77.87, Car Y: 517.61, Rotation: -90.00, Floor: 0, simTime : 10.28
Car X: 85.37, Car Y: 517.61, Rotation: -90.00, Floor: 0, simTime : 10.29
Car X: 92.87, Car Y: 517.61, Rotation: -90.00, Floor: 0, simTime : 10.31
Car X: 100.37, Car Y: 517.61, Rotation: -90.00, Floor: 0, simTime : 10.33
Car X: 107.87, Car Y: 517.61, Rotation: -90.00, Floor: 0, simTime : 10.34
Car X: 115.37, Car Y: 517.61, Rotation: -90.00, Floor: 0, simTime : 10.36
Car X: 123.36, Car Y: 517.61, Rotation: -90.00, Floor: 0, simTime : 10.38
Car X: 130.86, Car Y: 517.61, Rotation: -90.00, Floor: 0, simTime : 10.39
